"TOA5","Potchefstroom","CR1000X","12345","CR1000X.Std.13.02","CPU:StratusDemo.CR1X","51201","WeatherData"
"TIMESTAMP","RECORD","AirTC_Avg","RH","DewPt_Avg","BP_mbar_Avg","WS_ms_Avg","WS_Max","WSpd_Min","WindDir","Wind_Dir_SD1_WVT","SlrW_Avg","SlrMJ_Tot","UV_Index_Avg","Rain_mm_Tot","SoilTC_Avg","VWC_Avg","Visibility_km","PM2_5_Avg","PM10_Avg","Lightning_Tot","LightningDist","LightningEnergy","BattV_Avg","PTemp_C_Avg","MPPT_SolV_Avg","MPPT_SolI_Avg","MPPT_SolP_Avg","MPPT_BatV_Avg","MPPT_LdV_Avg","MPPT_LdI_Avg","SolarCharger_BoardTemp_1_Avg"
"2026-08-18 16:40:00","1871","25.79","41.0","11.53","865.67","3.99","5.55","1.90","68.9","9.1","175.2","0.0526","1.8","0.00","20.89","0.1495","26.9","11.6","23.5","281","NAN","NAN","13.713","26.55","18.42","0.94","17.3","13.713","13.60","0.32","26.99"
"2026-08-18 16:45:00","1872","26.15","41.6","12.09","865.55","4.09","6.06","2.01","68.7","13.2","168.2","0.0505","1.8","0.00","20.91","0.1495","31.4","10.6","18.1","281","NAN","NAN","13.693","26.59","18.23","0.90","16.4","13.693","13.62","0.20","27.11"
"2026-08-18 16:50:00","1873","26.24","39.7","11.47","865.72","3.23","5.28","1.83","68.4","6.4","153.0","0.0459","1.6","0.00","20.93","0.1495","25.6","11.7","24.3","281","NAN","NAN","13.692","26.77","18.03","0.65","11.7","13.692","13.56","0.25","27.89"
"2026-08-18 16:55:00","1874","26.14","41.3","11.95","865.79","3.85","5.36","2.75","68.1","13.4","141.5","0.0425","1.5","0.00","20.95","0.1495","29.7","10.8","19.2","281","NAN","NAN","13.648","27.13","17.84","0.67","12.0","13.648","13.56","0.29","27.81"
"2026-08-18 17:00:00","1875","25.84","41.2","11.67","865.69","4.03","6.95","1.83","67.9","11.6","124.2","0.0373","1.3","0.00","20.97","0.1494","28.7","10.8","23.8","281","NAN","NAN","13.653","27.17","17.80","0.54","9.6","13.653","13.60","0.21","26.72"
"2026-08-18 17:05:00","1876","25.96","40.6","11.55","865.91","3.86","6.66","2.56","67.6","8.0","114.9","0.0345","1.2","0.00","20.99","0.1494","29.4","10.1","22.8","281","NAN","NAN","13.613","26.69","17.76","0.57","10.1","13.613","13.54","0.23","26.96"
"2026-08-18 17:10:00","1877","25.62","42.0","11.76","865.76","3.62","5.37","1.93","67.3","6.2","101.6","0.0305","1.0","0.00","21.00","0.1494","29.6","10.4","18.1","281","NAN","NAN","13.615","26.74","17.61","0.55","9.7","13.615","13.54","0.22","26.91"
"2026-08-18 17:15:00","1878","25.86","41.5","11.79","865.87","3.65","6.33","1.81","67.1","15.7","88.8","0.0266","0.9","0.00","21.02","0.1494","24.1","11.5","25.3","281","NAN","NAN","13.601","27.19","17.74","0.49","8.7","13.601","13.54","0.33","27.50"
"2026-08-18 17:20:00","1879","25.92","40.8","11.60","865.97","3.92","5.50","2.80","66.8","7.9","72.9","0.0219","0.7","0.00","21.03","0.1494","30.2","9.0","17.2","281","NAN","NAN","13.583","26.84","17.97","0.32","5.7","13.583","13.47","0.27","27.08"
"2026-08-18 17:25:00","1880","25.75","42.6","12.09","866.05","3.43","5.88","1.94","66.5","8.0","59.9","0.0180","0.6","0.00","21.04","0.1493","27.1","11.2","24.1","281","NAN","NAN","12.358","27.05","17.60","0.35","6.2","12.358","12.22","0.17","27.25"
"2026-08-18 17:30:00","1881","25.14","42.6","11.53","865.97","3.26","5.58","1.70","66.3","15.5","43.0","0.0129","0.4","0.00","21.05","0.1493","28.4","14.1","24.4","281","NAN","NAN","12.351","25.79","17.95","0.33","5.9","12.351","12.28","0.28","26.76"
"2026-08-18 17:35:00","1882","25.61","42.0","11.75","866.06","3.13","5.43","2.07","66.0","11.0","32.2","0.0097","0.3","0.00","21.06","0.1493","20.2","14.0","33.3","281","NAN","NAN","12.344","25.82","17.41","0.17","3.0","12.344","12.25","0.27","26.46"
"2026-08-18 17:40:00","1883","25.06","43.0","11.63","866.03","3.11","4.88","2.30","65.7","13.5","19.1","0.0057","0.2","0.00","21.07","0.1493","26.3","12.6","23.3","281","NAN","NAN","12.338","25.40","17.87","0.11","2.0","12.338","12.28","0.19","26.58"
"2026-08-18 17:45:00","1884","24.95","45.8","12.46","866.18","3.03","5.27","1.72","65.4","6.7","7.3","0.0022","0.1","0.00","21.07","0.1493","26.9","11.1","21.2","281","NAN","NAN","12.334","25.84","17.46","0.00","0.0","12.334","12.28","0.23","25.85"
"2026-08-18 17:50:00","1885","24.89","44.3","11.90","866.00","3.09","4.35","1.47","65.2","13.4","0.0","0.0000","0.0","0.00","21.08","0.1493","28.1","13.3","22.9","281","NAN","NAN","12.331","25.84","0.00","0.00","0.0","12.331","12.26","0.15","26.42"
"2026-08-18 17:55:00","1886","24.93","42.6","11.34","866.02","3.00","4.66","1.55","64.9","10.3","0.0","0.0000","0.0","0.00","21.08","0.1493","30.6","10.0","17.8","281","NAN","NAN","12.356","25.81","0.00","0.00","0.0","12.356","12.24","0.26","26.17"
"2026-08-18 18:00:00","1887","24.88","43.4","11.58","866.11","3.59","6.20","2.65","64.6","11.5","0.0","0.0000","0.0","0.00","21.08","0.1493","30.4","10.9","19.6","281","NAN","NAN","12.959","25.59","0.00","0.00","0.0","12.959","12.85","0.21","25.75"
"2026-08-18 18:05:00","1888","24.81","45.2","12.14","866.14","2.72","4.71","1.51","64.3","13.8","0.0","0.0000","0.0","0.00","21.08","0.1493","22.2","15.2","30.4","281","NAN","NAN","12.950","25.30","0.00","0.00","0.0","12.950","12.90","0.29","25.89"
"2026-08-18 18:10:00","1889","24.79","43.0","11.37","866.33","2.82","4.89","1.39","64.1","17.5","0.0","0.0000","0.0","0.00","21.08","0.1493","24.9","14.2","27.1","281","NAN","NAN","12.922","25.37","0.00","0.00","0.0","12.922","12.85","0.22","25.87"
"2026-08-18 18:15:00","1890","24.49","45.2","11.85","866.17","3.10","5.06","1.84","63.8","8.3","0.0","0.0000","0.0","0.00","21.07","0.1493","28.3","9.9","21.1","281","NAN","NAN","12.937","25.06","0.00","0.00","0.0","12.937","12.80","0.15","25.36"
"2026-08-18 18:20:00","1891","24.61","45.1","11.91","866.18","2.73","3.71","1.86","63.5","12.9","0.0","0.0000","0.0","0.00","21.07","0.1493","22.7","13.4","29.4","281","NAN","NAN","12.930","25.00","0.00","0.00","0.0","12.930","12.86","0.30","25.47"
"2026-08-18 18:25:00","1892","23.87","46.8","11.81","866.30","3.26","4.94","2.26","63.2","6.6","0.0","0.0000","0.0","0.00","21.06","0.1493","24.3","12.5","26.9","281","NAN","NAN","12.921","24.44","0.00","0.00","0.0","12.921","12.84","0.30","25.20"
"2026-08-18 18:30:00","1893","23.81","46.4","11.64","866.22","2.99","4.54","1.57","62.9","7.5","0.0","0.0000","0.0","0.00","21.05","0.1493","26.6","12.1","24.0","281","NAN","NAN","12.941","24.83","0.00","0.00","0.0","12.941","12.88","0.30","24.62"
"2026-08-18 18:35:00","1894","23.72","48.7","12.29","866.24","3.20","5.30","1.62","62.7","13.7","0.0","0.0000","0.0","0.00","21.04","0.1493","23.6","11.8","26.6","281","NAN","NAN","12.923","25.12","0.00","0.00","0.0","12.923","12.86","0.18","25.19"
"2026-08-18 18:40:00","1895","23.50","48.4","11.98","866.27","3.07","4.79","2.10","62.4","13.9","0.0","0.0000","0.0","0.00","21.03","0.1493","26.0","10.2","23.1","281","NAN","NAN","12.923","24.29","0.00","0.00","0.0","12.923","12.87","0.20","24.29"
"2026-08-18 18:45:00","1896","23.38","46.7","11.34","866.30","2.73","4.28","1.66","62.1","7.0","0.0","0.0000","0.0","0.00","21.02","0.1493","25.2","13.9","29.4","281","NAN","NAN","12.891","24.62","0.00","0.00","0.0","12.891","12.78","0.26","24.62"
"2026-08-18 18:50:00","1897","23.42","48.1","11.83","866.29","2.80","3.84","1.93","61.8","16.5","0.0","0.0000","0.0","0.00","21.00","0.1493","26.2","11.9","25.6","281","NAN","NAN","12.892","24.08","0.00","0.00","0.0","12.892","12.78","0.29","24.38"
"2026-08-18 18:55:00","1898","23.33","48.7","11.94","866.46","2.97","4.55","2.05","61.5","17.5","0.0","0.0000","0.0","0.00","20.99","0.1493","24.3","14.8","26.4","281","NAN","NAN","12.906","23.66","0.00","0.00","0.0","12.906","12.79","0.26","24.42"
"2026-08-18 19:00:00","1899","23.06","48.7","11.66","866.27","2.28","3.48","1.41","61.3","10.0","0.0","0.0000","0.0","0.00","20.97","0.1493","24.1","13.6","28.8","281","NAN","NAN","12.888","23.30","0.00","0.00","0.0","12.888","12.80","0.21","23.84"
"2026-08-18 19:05:00","1900","22.82","50.6","12.04","866.25","2.55","3.53","1.88","61.0","6.6","0.0","0.0000","0.0","0.00","20.95","0.1493","27.3","12.5","23.2","281","NAN","NAN","12.875","23.72","0.00","0.00","0.0","12.875","12.79","0.12","24.35"
"2026-08-18 19:10:00","1901","22.48","51.4","11.98","866.21","2.68","4.48","1.59","60.7","15.5","0.0","0.0000","0.0","0.00","20.93","0.1493","21.6","15.4","34.9","281","NAN","NAN","12.872","23.41","0.00","0.00","0.0","12.872","12.73","0.21","23.88"
"2026-08-18 19:15:00","1902","22.75","50.0","11.79","866.28","2.49","3.40","1.58","60.4","7.7","0.0","0.0000","0.0","0.00","20.91","0.1493","24.7","14.8","25.6","281","NAN","NAN","12.900","24.13","0.00","0.00","0.0","12.900","12.78","0.29","24.45"
"2026-08-18 19:20:00","1903","22.43","53.1","12.41","866.45","2.31","3.70","1.57","60.1","15.8","0.0","0.0000","0.0","0.00","20.89","0.1493","25.0","12.0","27.4","281","NAN","NAN","12.889","22.81","0.00","0.00","0.0","12.889","12.81","0.28","23.50"
"2026-08-18 19:25:00","1904","22.45","52.9","12.38","866.40","2.20","3.26","1.63","59.9","12.8","0.0","0.0000","0.0","0.00","20.86","0.1493","28.8","12.5","23.5","281","NAN","NAN","12.881","23.32","0.00","0.00","0.0","12.881","12.78","0.29","23.31"
"2026-08-18 19:30:00","1905","22.35","50.1","11.46","866.17","2.21","3.22","1.27","59.6","6.6","0.0","0.0000","0.0","0.00","20.83","0.1493","26.8","12.5","27.2","281","NAN","NAN","12.849","22.94","0.00","0.00","0.0","12.849","12.78","0.32","24.05"
"2026-08-18 19:35:00","1906","22.05","51.8","11.68","866.40","2.17","3.31","1.59","59.3","12.7","0.0","0.0000","0.0","0.00","20.81","0.1493","24.5","14.1","29.9","281","NAN","NAN","12.883","22.85","0.00","0.00","0.0","12.883","12.82","0.27","23.38"
"2026-08-18 19:40:00","1907","21.91","52.1","11.63","866.19","1.93","3.12","1.03","59.0","16.5","0.0","0.0000","0.0","0.00","20.78","0.1493","20.8","16.0","35.7","281","NAN","NAN","12.853","23.10","0.00","0.00","0.0","12.853","12.75","0.24","22.76"
"2026-08-18 19:45:00","1908","21.88","52.6","11.75","866.24","2.47","4.18","1.27","58.7","15.4","0.0","0.0000","0.0","0.00","20.75","0.1493","27.9","14.4","24.5","281","NAN","NAN","12.873","22.36","0.00","0.00","0.0","12.873","12.74","0.28","23.41"
"2026-08-18 19:50:00","1909","21.40","55.0","12.00","866.32","1.90","2.58","0.95","58.4","17.1","0.0","0.0000","0.0","0.00","20.72","0.1493","23.5","15.7","28.6","281","NAN","NAN","12.836","22.44","0.00","0.00","0.0","12.836","12.76","0.19","22.30"
"2026-08-18 19:55:00","1910","21.38","56.4","12.36","866.18","2.19","3.27","1.40","58.1","17.2","0.0","0.0000","0.0","0.00","20.68","0.1493","24.1","16.3","28.9","281","NAN","NAN","12.826","22.51","0.00","0.00","0.0","12.826","12.70","0.22","22.44"
"2026-08-18 20:00:00","1911","21.23","56.9","12.35","866.33","2.38","3.33","1.32","57.9","14.7","0.0","0.0000","0.0","0.00","20.65","0.1493","25.9","13.9","27.8","281","NAN","NAN","12.845","22.12","0.00","0.00","0.0","12.845","12.77","0.24","22.75"
"2026-08-18 20:05:00","1912","20.75","56.0","11.66","866.11","2.20","3.44","1.06","57.6","17.6","0.0","0.0000","0.0","0.00","20.61","0.1493","22.2","12.8","29.7","281","NAN","NAN","12.831","21.19","0.00","0.00","0.0","12.831","12.71","0.19","22.05"
"2026-08-18 20:10:00","1913","20.63","56.3","11.62","866.27","2.16","3.09","1.04","57.3","17.9","0.0","0.0000","0.0","0.00","20.58","0.1493","20.7","14.8","33.5","281","NAN","NAN","12.850","21.39","0.00","0.00","0.0","12.850","12.74","0.20","21.53"
"2026-08-18 20:15:00","1914","20.60","57.2","11.84","866.07","1.90","3.23","0.89","57.0","10.3","0.0","0.0000","0.0","0.00","20.54","0.1493","25.4","12.6","25.8","281","NAN","NAN","12.825","21.31","0.00","0.00","0.0","12.825","12.76","0.29","21.39"
"2026-08-18 20:20:00","1915","20.21","60.0","12.20","866.22","2.14","3.03","1.17","56.7","6.7","0.0","0.0000","0.0","0.00","20.50","0.1493","27.6","13.1","23.8","281","NAN","NAN","12.828","20.55","0.00","0.00","0.0","12.828","12.74","0.26","21.76"
"2026-08-18 20:25:00","1916","20.49","59.7","12.39","866.05","1.95","2.80","1.12","56.4","12.0","0.0","0.0000","0.0","0.00","20.46","0.1493","20.6","16.9","31.8","281","NAN","NAN","12.816","21.34","0.00","0.00","0.0","12.816","12.74","0.32","21.45"
"2026-08-18 20:30:00","1917","19.89","58.5","11.51","866.15","1.79","2.58","1.07","56.1","14.9","0.0","0.0000","0.0","0.00","20.42","0.1493","27.1","14.2","26.6","281","NAN","NAN","12.825","21.25","0.00","0.00","0.0","12.825","12.73","0.19","20.63"
"2026-08-18 20:35:00","1918","19.94","58.4","11.55","865.98","1.19","1.68","0.80","55.9","11.1","0.0","0.0000","0.0","0.00","20.37","0.1493","22.9","15.7","32.8","281","NAN","NAN","12.804","20.63","0.00","0.00","0.0","12.804","12.66","0.15","21.30"
"2026-08-18 20:40:00","1919","19.43","59.7","11.38","866.00","1.88","2.62","1.12","55.6","16.4","0.0","0.0000","0.0","0.00","20.33","0.1493","23.7","12.3","29.2","281","NAN","NAN","12.812","20.46","0.00","0.00","0.0","12.812","12.69","0.21","20.65"
"2026-08-18 20:45:00","1920","19.17","61.4","11.57","865.95","1.95","3.25","1.39","55.3","7.9","0.0","0.0000","0.0","0.00","20.28","0.1493","23.3","16.5","32.3","281","NAN","NAN","12.783","19.44","0.00","0.00","0.0","12.783","12.71","0.21","20.09"
"2026-08-18 20:50:00","1921","19.54","59.4","11.42","865.88","1.22","2.04","0.72","55.0","9.9","0.0","0.0000","0.0","0.00","20.24","0.1493","23.5","15.7","32.8","281","NAN","NAN","12.790","20.40","0.00","0.00","0.0","12.790","12.65","0.16","20.54"
"2026-08-18 20:55:00","1922","19.07","63.7","12.04","865.93","1.50","2.58","0.73","54.7","12.5","0.0","0.0000","0.0","0.00","20.19","0.1493","25.8","14.8","25.6","281","NAN","NAN","12.775","19.51","0.00","0.00","0.0","12.775","12.70","0.23","20.46"
"2026-08-18 21:00:00","1923","18.93","66.0","12.43","865.65","1.10","1.82","0.83","54.4","16.7","0.0","0.0000","0.0","0.00","20.14","0.1493","25.9","14.7","28.3","281","NAN","NAN","12.773","20.00","0.00","0.00","0.0","12.773","12.68","0.21","20.23"
"2026-08-18 21:05:00","1924","18.54","67.0","12.31","865.75","1.46","2.25","0.72","54.1","14.6","0.0","0.0000","0.0","0.00","20.09","0.1493","22.6","13.6","31.4","281","NAN","NAN","12.790","19.27","0.00","0.00","0.0","12.790","12.69","0.26","19.67"
"2026-08-18 21:10:00","1925","18.37","65.2","11.73","865.74","1.53","2.50","0.98","53.9","9.4","0.0","0.0000","0.0","0.00","20.04","0.1493","23.5","13.2","28.6","281","NAN","NAN","12.771","19.34","0.00","0.00","0.0","12.771","12.65","0.19","19.14"
"2026-08-18 21:15:00","1926","18.53","66.0","12.05","865.60","1.72","2.88","0.81","53.6","12.9","0.0","0.0000","0.0","0.00","19.99","0.1493","20.9","13.5","31.4","281","NAN","NAN","12.769","19.77","0.00","0.00","0.0","12.769","12.69","0.30","19.57"
"2026-08-18 21:20:00","1927","18.26","64.2","11.39","865.49","1.79","2.97","1.11","53.3","17.5","0.0","0.0000","0.0","0.00","19.94","0.1493","22.1","17.4","33.0","281","NAN","NAN","12.783","18.78","0.00","0.00","0.0","12.783","12.69","0.26","18.96"
"2026-08-18 21:25:00","1928","17.60","66.8","11.37","865.64","1.48","2.29","0.74","53.0","6.6","0.0","0.0000","0.0","0.00","19.88","0.1493","21.8","14.8","32.3","281","NAN","NAN","12.782","18.65","0.00","0.00","0.0","12.782","12.68","0.28","18.42"
"2026-08-18 21:30:00","1929","17.42","67.6","11.36","865.47","1.48","2.40","0.83","52.7","6.4","0.0","0.0000","0.0","0.00","19.83","0.1493","21.8","14.0","30.2","281","NAN","NAN","12.768","18.72","0.00","0.00","0.0","12.768","12.65","0.30","19.11"
"2026-08-18 21:35:00","1930","17.47","71.8","12.32","865.53","1.36","2.38","0.76","52.4","6.6","0.0","0.0000","0.0","0.00","19.77","0.1493","20.5","16.2","37.7","281","NAN","NAN","12.744","18.06","0.00","0.00","0.0","12.744","12.63","0.16","18.94"
"2026-08-18 21:40:00","1931","17.12","73.1","12.26","865.29","1.58","2.20","0.91","52.1","17.0","0.0","0.0000","0.0","0.00","19.71","0.1493","20.5","16.4","36.5","281","NAN","NAN","12.764","17.87","0.00","0.00","0.0","12.764","12.63","0.34","18.56"
"2026-08-18 21:45:00","1932","17.22","70.1","11.72","865.24","1.44","2.32","0.91","51.9","16.8","0.0","0.0000","0.0","0.00","19.66","0.1493","24.2","13.6","30.8","281","NAN","NAN","12.744","18.55","0.00","0.00","0.0","12.744","12.63","0.30","18.63"
"2026-08-18 21:50:00","1933","16.91","75.1","12.47","865.44","1.57","2.74","0.90","51.6","12.5","0.0","0.0000","0.0","0.00","19.60","0.1493","19.3","15.5","35.0","281","NAN","NAN","12.737","17.91","0.00","0.00","0.0","12.737","12.61","0.28","17.61"
"2026-08-18 21:55:00","1934","16.51","76.3","12.32","865.25","1.16","1.86","0.63","51.3","8.1","0.0","0.0000","0.0","0.00","19.54","0.1493","24.1","15.2","31.0","281","NAN","NAN","12.740","16.79","0.00","0.00","0.0","12.740","12.64","0.15","17.26"
"2026-08-18 22:00:00","1935","16.61","73.0","11.76","865.36","1.09","1.88","0.68","51.0","6.4","0.0","0.0000","0.0","0.00","19.48","0.1493","20.8","17.8","33.2","281","NAN","NAN","12.745","17.86","0.00","0.00","0.0","12.745","12.67","0.19","17.53"
"2026-08-18 22:05:00","1936","16.19","77.2","12.20","865.23","1.57","2.74","1.10","50.7","14.0","0.0","0.0000","0.0","0.00","19.42","0.1493","16.3","16.8","40.1","281","NAN","NAN","12.715","16.82","0.00","0.00","0.0","12.715","12.58","0.16","17.03"
"2026-08-18 22:10:00","1937","16.16","73.7","11.47","865.15","1.13","1.69","0.68","50.4","12.8","0.0","0.0000","0.0","0.00","19.36","0.1493","26.0","14.4","29.0","281","NAN","NAN","12.717","17.34","0.00","0.00","0.0","12.717","12.64","0.23","17.09"
"2026-08-18 22:15:00","1938","15.78","76.8","11.73","865.21","1.42","1.99","1.01","50.1","16.3","0.0","0.0000","0.0","0.00","19.29","0.1493","22.5","16.2","29.3","281","NAN","NAN","12.714","16.07","0.00","0.00","0.0","12.714","12.59","0.14","16.95"
"2026-08-18 22:20:00","1939","15.68","75.8","11.43","865.19","1.26","1.89","0.77","49.9","6.0","0.0","0.0000","0.0","0.00","19.23","0.1493","24.1","17.1","29.3","281","NAN","NAN","12.718","16.45","0.00","0.00","0.0","12.718","12.57","0.30","16.41"
"2026-08-18 22:25:00","1940","15.60","80.9","12.33","864.84","0.92","1.53","0.65","49.6","16.8","0.0","0.0000","0.0","0.00","19.17","0.1493","17.1","18.9","43.1","281","NAN","NAN","12.711","15.88","0.00","0.00","0.0","12.711","12.57","0.27","16.37"
"2026-08-18 22:30:00","1941","15.52","76.9","11.50","865.02","1.14","1.61","0.54","49.3","17.1","0.0","0.0000","0.0","0.00","19.10","0.1493","20.6","18.2","36.1","281","NAN","NAN","12.690","16.00","0.00","0.00","0.0","12.690","12.57","0.25","16.90"
"2026-08-18 22:35:00","1942","14.79","81.7","11.70","864.77","1.26","1.86","0.78","49.0","12.7","0.0","0.0000","0.0","0.00","19.04","0.1493","26.7","14.1","25.7","281","NAN","NAN","12.702","14.99","0.00","0.00","0.0","12.702","12.58","0.21","15.76"
"2026-08-18 22:40:00","1943","14.67","86.1","12.38","864.74","1.57","2.17","0.81","48.7","16.3","0.0","0.0000","0.0","0.00","18.97","0.1493","23.8","12.9","29.0","281","NAN","NAN","12.709","15.15","0.00","0.00","0.0","12.709","12.63","0.14","15.58"
"2026-08-18 22:45:00","1944","14.43","86.3","12.18","864.70","1.28","1.87","0.65","48.5","6.1","0.0","0.0000","0.0","0.00","18.91","0.1493","25.1","13.7","23.6","281","NAN","NAN","12.702","15.02","0.00","0.00","0.0","12.702","12.63","0.31","15.13"
"2026-08-18 22:50:00","1945","14.50","83.8","11.80","864.64","1.40","2.21","0.82","48.2","6.8","0.0","0.0000","0.0","0.00","18.84","0.1493","22.9","14.9","28.5","281","NAN","NAN","12.665","15.10","0.00","0.00","0.0","12.665","12.54","0.21","15.58"
"2026-08-18 22:55:00","1946","14.28","84.9","11.79","864.79","1.60","2.41","1.01","47.9","11.4","0.0","0.0000","0.0","0.00","18.77","0.1493","23.4","14.7","32.2","281","NAN","NAN","12.686","15.67","0.00","0.00","0.0","12.686","12.55","0.33","15.63"
"2026-08-18 23:00:00","1947","13.86","86.0","11.56","864.72","1.75","2.37","0.94","47.6","15.6","0.0","0.0000","0.0","0.00","18.71","0.1493","27.0","12.5","23.2","281","NAN","NAN","12.687","14.18","0.00","0.00","0.0","12.687","12.55","0.15","14.69"
"2026-08-18 23:05:00","1948","13.81","88.2","11.90","864.75","1.67","2.43","0.94","47.3","15.2","0.0","0.0000","0.0","0.00","18.64","0.1493","27.6","13.3","22.7","281","NAN","NAN","12.678","14.57","0.00","0.00","0.0","12.678","12.57","0.15","15.26"
"2026-08-18 23:10:00","1949","13.69","87.3","11.62","864.60","1.15","1.57","0.77","47.1","10.3","0.0","0.0000","0.0","0.00","18.57","0.1493","23.5","18.4","32.4","281","NAN","NAN","12.650","13.95","0.00","0.00","0.0","12.650","12.50","0.30","15.09"
"2026-08-18 23:15:00","1950","13.39","90.5","11.88","864.63","1.45","2.22","0.77","46.8","15.7","0.0","0.0000","0.0","0.00","18.50","0.1493","20.3","15.5","35.6","281","NAN","NAN","12.651","14.16","0.00","0.00","0.0","12.651","12.59","0.15","14.27"
"2026-08-18 23:20:00","1951","13.35","92.5","12.15","864.38","1.13","1.68","0.56","46.5","12.8","0.0","0.0000","0.0","0.00","18.43","0.1493","18.1","18.4","40.9","281","NAN","NAN","12.660","14.43","0.00","0.00","0.0","12.660","12.51","0.26","14.32"
"2026-08-18 23:25:00","1952","13.06","92.1","11.81","864.57","1.46","2.02","1.03","46.2","8.0","0.0","0.0000","0.0","0.00","18.37","0.1493","23.9","15.3","31.4","281","NAN","NAN","12.653","13.92","0.00","0.00","0.0","12.653","12.58","0.15","14.31"
"2026-08-18 23:30:00","1953","12.96","95.7","12.30","864.57","1.51","2.41","1.03","45.9","8.0","0.0","0.0000","0.0","0.00","18.30","0.1493","23.6","16.2","29.8","281","NAN","NAN","12.646","13.90","0.00","0.00","0.0","12.646","12.57","0.19","14.45"
"2026-08-18 23:35:00","1954","13.09","95.3","12.35","864.53","1.56","2.27","1.14","45.7","16.2","0.0","0.0000","0.0","0.00","18.23","0.1493","20.9","17.1","36.0","281","NAN","NAN","12.633","14.14","0.00","0.00","0.0","12.633","12.57","0.18","13.85"
"2026-08-18 23:40:00","1955","12.73","91.7","11.41","864.26","1.45","1.99","0.71","45.4","16.3","0.0","0.0000","0.0","0.00","18.16","0.1493","19.1","18.1","37.6","281","NAN","NAN","12.632","13.52","0.00","0.00","0.0","12.632","12.56","0.28","14.26"
"2026-08-18 23:45:00","1956","12.57","95.8","11.92","864.19","1.36","2.35","0.73","45.1","11.3","0.0","0.0000","0.0","0.00","18.09","0.1493","23.2","16.9","30.2","281","NAN","NAN","12.619","12.83","0.00","0.00","0.0","12.619","12.52","0.20","13.62"
"2026-08-18 23:50:00","1957","12.25","95.9","11.62","864.41","1.20","2.01","0.82","44.8","16.5","0.0","0.0000","0.0","0.00","18.02","0.1493","20.3","14.9","35.2","281","NAN","NAN","12.646","13.44","0.00","0.00","0.0","12.646","12.56","0.21","13.88"
"2026-08-18 23:55:00","1958","12.45","96.8","11.95","864.28","1.52","2.28","1.10","44.6","13.5","0.0","0.0000","0.0","0.00","17.95","0.1493","23.6","14.6","28.6","281","NAN","NAN","12.609","12.78","0.00","0.00","0.0","12.609","12.48","0.21","13.19"
"2026-08-19 00:00:00","1959","12.10","98.0","11.80","864.22","1.32","1.91","0.62","44.3","16.2","0.0","0.0000","0.0","0.00","17.88","0.1493","19.7","15.4","34.2","281","NAN","NAN","12.611","12.48","0.00","0.00","0.0","12.611","12.50","0.18","12.88"
"2026-08-19 00:05:00","1960","11.90","96.4","11.35","864.30","1.61","2.19","1.00","44.0","10.6","0.0","0.0000","0.0","0.00","17.81","0.1493","24.1","13.6","27.4","281","NAN","NAN","12.611","13.00","0.00","0.00","0.0","12.611","12.46","0.29","12.95"
"2026-08-19 00:10:00","1961","12.15","98.0","11.85","864.33","1.02","1.60","0.47","43.7","11.8","0.0","0.0000","0.0","0.00","17.74","0.1493","18.9","17.3","40.1","281","NAN","NAN","12.613","12.42","0.00","0.00","0.0","12.613","12.50","0.14","13.02"
"2026-08-19 00:15:00","1962","12.03","98.0","11.73","864.03","1.61","2.64","0.75","43.5","16.6","0.0","0.0000","0.0","0.00","17.67","0.1493","21.4","14.4","31.8","281","NAN","NAN","12.587","13.35","0.00","0.00","0.0","12.587","12.47","0.19","12.88"
"2026-08-19 00:20:00","1963","11.38","98.0","11.08","864.24","1.04","1.81","0.77","43.2","13.7","0.0","0.0000","0.0","0.00","17.60","0.1493","19.9","14.0","33.3","281","NAN","NAN","12.592","11.61","0.00","0.00","0.0","12.592","12.52","0.21","12.29"
"2026-08-19 00:25:00","1964","11.68","98.0","11.38","864.05","1.12","1.81","0.62","42.9","17.9","0.0","0.0000","0.0","0.00","17.53","0.1493","24.3","16.4","28.6","281","NAN","NAN","12.585","12.45","0.00","0.00","0.0","12.585","12.47","0.30","13.35"
"2026-08-19 00:30:00","1965","11.07","98.0","10.77","864.05","1.72","2.78","0.92","42.7","11.8","0.0","0.0000","0.0","0.00","17.46","0.1493","28.7","14.0","23.9","281","NAN","NAN","12.609","12.08","0.00","0.00","0.0","12.609","12.55","0.28","12.27"
"2026-08-19 00:35:00","1966","10.93","98.0","10.63","864.01","0.92","1.27","0.49","42.4","8.4","0.0","0.0000","0.0","0.00","17.39","0.1493","21.6","15.7","31.2","281","NAN","NAN","12.579","12.24","0.00","0.00","0.0","12.579","12.44","0.27","12.03"
"2026-08-19 00:40:00","1967","10.90","98.0","10.60","864.05","1.09","1.90","0.64","42.1","14.4","0.0","0.0000","0.0","0.00","17.32","0.1493","22.4","15.4","35.3","281","NAN","NAN","12.576","11.39","0.00","0.00","0.0","12.576","12.43","0.24","12.49"
"2026-08-19 00:45:00","1968","11.18","98.0","10.88","864.01","1.49","2.06","0.68","41.9","15.7","0.0","0.0000","0.0","0.00","17.25","0.1493","25.1","14.9","28.9","281","NAN","NAN","12.569","12.53","0.00","0.00","0.0","12.569","12.47","0.14","12.84"
